time,user,text,channel,real_name,id,name,title,mimetype,filetype,url_private,url_private_download,thumb_64,thumb_480,thumb_1024,image,medium,idNum
2020-04-26T17:30:32Z,U012TPRCUQ1,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01246MJ78X-d8c72a3d91/image_from_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",dietmar_offenhuber,Dietmar Offenhuber,F01246MJ78X,Image from iOS.jpg,Image from iOS,image/jpeg,jpg,https://files.slack.com/files-pri/T012DPKCBQV-F01246MJ78X/image_from_ios.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-pri/T012DPKCBQV-F01246MJ78X/download/image_from_ios.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F01246MJ78X-d8c72a3d91/image_from_ios_64.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F01246MJ78X-d8c72a3d91/image_from_ios_480.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F01246MJ78X-d8c72a3d91/image_from_ios_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,oct26/thumb64/F01246MJ78X.jpg,image,11
2020-04-26T17:40:25Z,U012K4YCXDH,joined in! Grüße vom Prenzlauer Berg!,berlin-local,katrinem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,12
2020-04-26T17:56:00Z,U012K5887JP,Herzliche Grüße aus Charlottenburg!,berlin-local,Ingrid Beirer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,13
2020-04-26T18:02:06Z,U012TPRCUQ1,"Willkommen zu stadtmusik - berlin durch die lokale linse - einem kollaborativen dokumentations- und ausstellungsprojekt in zusammenarbeit mit CLB-Berlin.

in den folgenden wochen wollen wir gemeinsam die sensorischen dimensionen der stadt berlin unter quarantäne festhalten, mit einem  besonderen interesse am auditiven.

du findest einen channel mit deinem namen (z.b. <#C0136N605CY|sam_auinger> ) in dem du deine beobachtungen (text, bild, ton) festhalten kannst. darüberhinaus gibt es auch <#C0128D5JYLE|berlin-local> als gemeinsamen channel

viel spass!",berlin-local,Dietmar Offenhuber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,14
2020-04-26T19:28:36Z,U012H3KTSAF,"wir alle erleben wie die stadt wieder langsam hoch fährt.  
die letzten wochen haben uns stark sensibilisiert.  
*stadtmusik unter der lokalen linse* ist von der idee getragen, diese neue sensibilität zu nützen und im gruppendialog den übergang vom schock zu einer anderen /neuen realität zu dokumentieren, zu erforschen und individuell, persönlich zu kommentieren.

wir werden immer wieder wünsche an die ganze (künstlerische forschungs) -gruppe herantragen:
ein erster wunsch ist ein kurzes statement dazu, wie wir persönlich diese vergangenen 6 wochen erlebt haben, was waren zum beispiel für mich die drei merkbarsten veränderungen/erlebnisse?",berlin-local,Sam Auinger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,15
2020-04-26T19:34:08Z,U012H3KTSAF,"hi linh,..freu mich dass du mitmachst",linh_hoang_thuy,Sam Auinger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,16
2020-04-26T19:40:24Z,U012TPRCUQ1,ein kurzes wort zu den channels - wir arbeiten gerade daran slack so zu konfigurieren dass jeder die beitraege in allen channels sehen kann. ihr habt einen channel mit eurem namen fuer eure beobachtungen. ich bin dabei alles auch so zu konfigurieren dass ihr auch die inhalte der channels der anderen teilnehmer sehen koennt. der <#C0128D5JYLE|berlin-local> channel ist fuer diskussionen in der ganzen gruppe gedacht. wir sind auch noch dabei das alles so einzurichten dass wir alle gut arbeiten koennen - es ist ein work in progress.,berlin-local,Dietmar Offenhuber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,17
2020-04-26T19:55:21Z,U012TPRCUQ1,sorry about all the notifications! but now everyone should be added to all channels,berlin-local,Dietmar Offenhuber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,18
2020-04-26T20:33:29Z,U012XE7HDU1,Grüße vom Neukölln! :herb:,berlin-local,Maria Kyrou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,19
2020-04-26T21:27:20Z,U012K5887JP,"Lieber Sam,",sam_auinger,Ingrid Beirer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,20
2020-04-26T21:27:45Z,U012K5887JP,freue mich….,sam_auinger,Ingrid Beirer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,21
2020-04-26T21:35:50Z,U0138SQMC64,Hallo Ich erlebe die Stadt Berlin wie 1985. Da ich in der Einflugschneise von Tegel wohne ist es eine erholsame Ruhe.,berlin-local,Thomas Meier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,22
2020-04-27T07:40:01Z,U012K0Y5T27,"Heute morgen im Park war der Hauch des Montags zu spüren. Viele Leute beim Sport, Geschäftigkeit überall. Der Schläfer auf der Wiese war nirgends zu sehen. Bei den Vögeln allerdings ist um die Zeit immer Montag Morgen.",maren_hartmann,Maren Hartmann,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,23
2020-04-27T11:29:46Z,U012XJT288Z,Tach auch.,berlin-local,Georg Spehr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,24
2020-04-27T13:23:34Z,U01242LM7AB,Grüße aus dem Friedrichshain &amp; Danke fürs Einrichten &amp; Einladen! :heart:,berlin-local,Holger Schulze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,25
2020-04-27T14:30:29Z,U012K4YCXDH,"Auf meiner derzeit bevorzugten Laufrunde begegne ich diesem Spielgerät, das auch ohne Zaumzeug aus Absperrbändern, immer schon etwas verloren wirkte… Die Gartentür zu den Grünflächen zwischen den Wohnblocks ist abgesperrt, aber es sind so wenige Menschen und Autos unterwegs, dass ich entspannt zwischen Straße und Gehweg wechseln kann - wie es gerade notwendig ist.",katrin_emler,katrinem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,26
2020-04-27T14:30:29Z,U012K4YCXDH,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0125LA59NK-5951612980/playground_1_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",katrin_emler,katrinem,F0125LA59NK,playground_1.jpg,playground_1.jpg,image/jpeg,jpg,https://files.slack.com/files-pri/T012DPKCBQV-F0125LA59NK/playground_1.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-pri/T012DPKCBQV-F0125LA59NK/download/playground_1.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F0125LA59NK-5951612980/playground_1_64.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F0125LA59NK-5951612980/playground_1_480.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F0125LA59NK-5951612980/playground_1_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,oct26/thumb64/F0125LA59NK.jpg,image,27
2020-04-27T15:36:23Z,U012K2Z1GHK,Hallo in die Runde und danke fürs Einladen! Ich kuck mich erstmal ein wenig um.....,berlin-local,Wolfgang Galler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,28
2020-04-27T15:37:53Z,U012TPRCUQ1,"hallo wolfgang, willkommen! ich muss deinen kanal noch public machen, kann ich leider nicht am telefon, spaeter heute!",berlin-local,Dietmar Offenhuber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,29
2020-04-27T15:54:10Z,U012K2Z1GHK,danke dir...muss ich was tun?,berlin-local,Wolfgang Galler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,30
2020-04-27T16:18:48Z,U012HCYV50V,Stadtmusik1: Nachbarn,susanne_jaschko,Susanne Jaschko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,31
2020-04-27T16:18:48Z,U012HCYV50V,"<audio controls autoplay src=""media/F012LMX883C.mp3"" type=""audio/mpeg""></audio>",susanne_jaschko,Susanne Jaschko,F012LMX883C,stadtmusik1.m4a,stadtmusik1.m4a,audio/mp4,m4a,https://files.slack.com/files-pri/T012DPKCBQV-F012LMX883C/stadtmusik1.m4a?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-pri/T012DPKCBQV-F012LMX883C/download/stadtmusik1.m4a?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,NA,NA,NA,oct26/grey.jpg,audio,32
2020-04-27T16:19:43Z,U012HCYV50V,Stadtmusik1: Nachbarn,susanne_jaschko,Susanne Jaschko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,33
2020-04-27T16:19:43Z,U012HCYV50V,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012E0CCT7G-63f024f2b4/stadtmusik1_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",susanne_jaschko,Susanne Jaschko,F012E0CCT7G,stadtmusik1.jpg,stadtmusik1.jpg,image/jpeg,jpg,https://files.slack.com/files-pri/T012DPKCBQV-F012E0CCT7G/stadtmusik1.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-pri/T012DPKCBQV-F012E0CCT7G/download/stadtmusik1.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012E0CCT7G-63f024f2b4/stadtmusik1_64.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012E0CCT7G-63f024f2b4/stadtmusik1_480.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012E0CCT7G-63f024f2b4/stadtmusik1_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,oct26/thumb64/F012E0CCT7G.jpg,image,34
2020-04-27T16:27:15Z,U012TPRCUQ1,"nein, alles ok. du kannst in deinem channel (fuer die anderen sichtbar) posten",berlin-local,Dietmar Offenhuber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,35
2020-04-27T16:42:32Z,U012K2Z1GHK,"danke dir, lieber diestmar! ...dann erstmal schönen abend bzw. angenehmen lunch break!",berlin-local,Wolfgang Galler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,36
2020-04-27T16:47:37Z,U012K2Z1GHK,"dietmar, sorry...",berlin-local,Wolfgang Galler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,37
2020-04-27T17:56:57Z,U013ALJP42C,"letzte woche erste zugfahrt seit dem lockdown. berlin-erlangen: wagon mit 3 anderen fahrgästen geteilt.dann bauprobe am theater, alle mit maske, stimmung war sehr gut, die leute haben lust wieder zu arbeiten. rückfahrt erlangen-berlin: bin die gesamte fahrt alleine im wagon gesessen. da musste ich nicht mal meinen noise cancelling kopfhörer benutzen und konnte dem sound des ice zuhören....",hannes_strobl,hannes strobl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,38
2020-04-27T17:56:57Z,U013ALJP42C,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012ZJE9Y2D-da5eb4f778/img_4261_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",hannes_strobl,hannes strobl,F012ZJE9Y2D,IMG_4261.jpg,IMG_4261.jpg,image/jpeg,jpg,https://files.slack.com/files-pri/T012DPKCBQV-F012ZJE9Y2D/img_4261.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-pri/T012DPKCBQV-F012ZJE9Y2D/download/img_4261.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012ZJE9Y2D-da5eb4f778/img_4261_64.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012ZJE9Y2D-da5eb4f778/img_4261_480.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012ZJE9Y2D-da5eb4f778/img_4261_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,oct26/thumb64/F012ZJE9Y2D.jpg,image,39
2020-04-27T19:01:24Z,U012R588L5A,"morgendliche Routinen um den Kreislauf in Schwung zu bringen: entweder eine runde um den block spazieren, 5 mal das Treppenhaus hoch und runter gehen oder ein kleines wake-up home workout ersetzen mir nun meine Arbeitswegbewegung",martina_huber,Martina Huber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,40
2020-04-27T19:14:37Z,U012XJT288Z,Selbsthilfespielplatz für 1 bis 2 Kinder. (die öffentlichen Spielplätze sind immer noch geschlossen),georg_spehr,Georg Spehr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,41
2020-04-27T19:14:37Z,U012XJT288Z,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012TATDJP6-2ba7c44c35/spielplatz_detail_480.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",georg_spehr,Georg Spehr,F012TATDJP6,spielplatz_detail.jpg,spielplatz_detail.jpg,image/jpeg,jpg,https://files.slack.com/files-pri/T012DPKCBQV-F012TATDJP6/spielplatz_detail.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-pri/T012DPKCBQV-F012TATDJP6/download/spielplatz_detail.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012TATDJP6-2ba7c44c35/spielplatz_detail_64.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012TATDJP6-2ba7c44c35/spielplatz_detail_480.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012TATDJP6-2ba7c44c35/spielplatz_detail_480.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,oct26/thumb64/F012TATDJP6.jpg,image,42
2020-04-27T19:14:37Z,U012XJT288Z,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012MC2DB1R-305903ffa4/spielplatz_full_480.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",georg_spehr,Georg Spehr,F012MC2DB1R,spielplatz_full.jpg,spielplatz_full.jpg,image/jpeg,jpg,https://files.slack.com/files-pri/T012DPKCBQV-F012MC2DB1R/spielplatz_full.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-pri/T012DPKCBQV-F012MC2DB1R/download/spielplatz_full.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012MC2DB1R-305903ffa4/spielplatz_full_64.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012MC2DB1R-305903ffa4/spielplatz_full_480.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012MC2DB1R-305903ffa4/spielplatz_full_480.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,oct26/thumb64/F012MC2DB1R.jpg,image,43
2020-04-27T20:18:03Z,U01242LM7AB,"Heute beginnt die siebte Woche der Kontakteinschränkung, Tag Nummer 43. Ich höre die zunehmenden Geräusche der wärmer werdenden Tage. Mittags aßen wir draussen auf der Terrasse. Das Leben ohne Reisen, stets häuslich und ohne körperliche Tätigkeiten und Aktivitäten an anderen Orten - abgesehen von vorübergehenden Spaziergängen - ist schon fast ganz zur Gewohnheit geworden.",holger_schulze,Holger Schulze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,44
2020-04-27T21:05:49Z,U012XD5TBK3,"Die sechste Woche im Home-Office hat heute angefangen. Es war einer der längeren Arbeitstage. Für einen kleinen Einkauf habe ich es doch kurz aus den vier Wänden geschafft. In LIDL fällt mir auf, dass ich heute mehr Leute mit Masken sehe - seit heute gilt ja auch die Maskenpflicht. Und obwohl Berlin weniger strenge Auflagen hat, scheinen die Leute es ernst zu nehmen.",linh_hoang_thuy,Linh Hoang Thuy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,45
2020-04-27T21:21:31Z,U012TPRCUQ1,"Ich bin hier in der runde einer der einzigen der aus der distanz mitmacht, aus boston, massachusetts. als kontext, massachusetts ist einer der wenigen (der einzige?) staaten an der ostküste, die keine ausgangssperre verhaengt haben, nur eine empfehlung zum “sheltering in place”. es gibt keine polizisten, die passanten bestrafen; viele geschäfte wurden allerdings, wie ueberall sonst, geschlossen. darueberhinaus gibt es verschiedene “soft measures”: die strände werden nicht geschlossen, allerdings wurden die parkplätze gesperrt. mit azra, meiner partnerin, bin ich 3x pro woche an den strand gefahren, da man dort spazieren kann ohne jemandem naeher als 20 meter zu kommen. dabei fiel mir ein interessante akustische intervention der stadt auf: der lautsprecher wagen, der üblicherweise “streetcleaning” ankündigt, rief die anwesenden dazu auf nach hause zu gehen. ich konnte leider keine aufnahme davon machen.",dietmar_offenhuber,Dietmar Offenhuber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oct26/grey.jpg,text,46
2020-04-27T21:21:31Z,U012TPRCUQ1,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012EN135ML-aefaf8cc68/img_2280_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",dietmar_offenhuber,Dietmar Offenhuber,F012EN135ML,IMG_2280.HEIC,IMG_2280.HEIC,image/heic,heic,https://files.slack.com/files-pri/T012DPKCBQV-F012EN135ML/img_2280.heic?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-pri/T012DPKCBQV-F012EN135ML/download/img_2280.heic?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012EN135ML-aefaf8cc68/img_2280_64.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012EN135ML-aefaf8cc68/img_2280_480.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,https://files.slack.com/files-tmb/T012DPKCBQV-F012EN135ML-aefaf8cc68/img_2280_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435,oct26/thumb64/F012EN135ML.heic,image,47
